variant,step,fact_id,condition,layer,flipped,first_flip_layer
step_00150,150,cf_7002,unknown,1,False,
step_00150,150,cf_7002,unknown,2,False,
step_00150,150,cf_7002,unknown,3,False,
step_00150,150,cf_7002,unknown,4,False,
step_00150,150,cf_7002,unknown,5,False,
step_00150,150,cf_7002,unknown,6,False,
step_00150,150,cf_7002,unknown,7,False,
step_00150,150,cf_7002,unknown,8,False,
step_00150,150,cf_7002,unknown,9,False,
step_00150,150,cf_7002,unknown,10,False,
step_00150,150,cf_7002,unknown,11,False,
step_00150,150,cf_7002,unknown,12,False,
step_00150,150,cf_7002,unknown,13,False,
step_00150,150,cf_7002,unknown,14,False,
step_00150,150,cf_7002,unknown,15,False,
step_00150,150,cf_7002,unknown,16,False,
step_00150,150,cf_7002,unknown,17,False,
step_00150,150,cf_7002,unknown,18,False,
step_00150,150,cf_7002,unknown,19,False,
step_00150,150,cf_7002,unknown,20,False,
step_00150,150,cf_7002,unknown,21,False,
step_00150,150,cf_7002,unknown,22,False,
step_00150,150,cf_7002,unknown,23,False,
step_00150,150,cf_7002,unknown,24,False,
step_00150,150,cf_7002,unknown,-1,False,
step_00150,150,cf_2045,unknown,0,False,
step_00150,150,cf_2045,unknown,1,False,
step_00150,150,cf_2045,unknown,2,False,
step_00150,150,cf_2045,unknown,3,False,
step_00150,150,cf_2045,unknown,4,False,
step_00150,150,cf_2045,unknown,5,False,
step_00150,150,cf_2045,unknown,6,False,
step_00150,150,cf_2045,unknown,7,False,
step_00150,150,cf_2045,unknown,8,False,
step_00150,150,cf_2045,unknown,9,False,
step_00150,150,cf_2045,unknown,10,False,
step_00150,150,cf_2045,unknown,11,False,
step_00150,150,cf_2045,unknown,12,False,
step_00150,150,cf_2045,unknown,13,False,
step_00150,150,cf_2045,unknown,14,False,
step_00150,150,cf_2045,unknown,15,False,
step_00150,150,cf_2045,unknown,16,False,
step_00150,150,cf_2045,unknown,17,False,
step_00150,150,cf_2045,unknown,18,False,
step_00150,150,cf_2045,unknown,19,False,
step_00150,150,cf_2045,unknown,20,False,
step_00150,150,cf_2045,unknown,21,False,
step_00150,150,cf_2045,unknown,22,False,
step_00150,150,cf_2045,unknown,23,False,
step_00150,150,cf_2045,unknown,24,False,
step_00150,150,cf_2045,unknown,-1,False,
step_00150,150,cf_6077,unknown,0,False,
step_00150,150,cf_6077,unknown,1,False,
step_00150,150,cf_6077,unknown,2,False,
step_00150,150,cf_6077,unknown,3,False,
step_00150,150,cf_6077,unknown,4,False,
step_00150,150,cf_6077,unknown,5,False,
step_00150,150,cf_6077,unknown,6,False,
step_00150,150,cf_6077,unknown,7,False,
step_00150,150,cf_6077,unknown,8,False,
step_00150,150,cf_6077,unknown,9,False,
step_00150,150,cf_6077,unknown,10,False,
step_00150,150,cf_6077,unknown,11,False,
step_00150,150,cf_6077,unknown,12,False,
step_00150,150,cf_6077,unknown,13,False,
step_00150,150,cf_6077,unknown,14,False,
step_00150,150,cf_6077,unknown,15,False,
step_00150,150,cf_6077,unknown,16,False,
step_00150,150,cf_6077,unknown,17,False,
step_00150,150,cf_6077,unknown,18,False,
step_00150,150,cf_6077,unknown,19,False,
step_00150,150,cf_6077,unknown,20,False,
step_00150,150,cf_6077,unknown,21,False,
step_00150,150,cf_6077,unknown,22,False,
step_00150,150,cf_6077,unknown,23,False,
step_00150,150,cf_6077,unknown,24,False,
step_00150,150,cf_6077,unknown,-1,False,
step_00150,150,cf_19508,unknown,0,False,
step_00150,150,cf_19508,unknown,1,False,
step_00150,150,cf_19508,unknown,2,False,
step_00150,150,cf_19508,unknown,3,False,
step_00150,150,cf_19508,unknown,4,False,
step_00150,150,cf_19508,unknown,5,False,
step_00150,150,cf_19508,unknown,6,False,
step_00150,150,cf_19508,unknown,7,False,
step_00150,150,cf_19508,unknown,8,False,
step_00150,150,cf_19508,unknown,9,False,
step_00150,150,cf_19508,unknown,10,False,
step_00150,150,cf_19508,unknown,11,False,
step_00150,150,cf_19508,unknown,12,False,
step_00150,150,cf_19508,unknown,13,False,
step_00150,150,cf_19508,unknown,14,False,
step_00150,150,cf_19508,unknown,15,False,
step_00150,150,cf_19508,unknown,16,False,
step_00150,150,cf_19508,unknown,17,False,
step_00150,150,cf_19508,unknown,18,False,
step_00150,150,cf_19508,unknown,19,False,
step_00150,150,cf_19508,unknown,20,False,
step_00150,150,cf_19508,unknown,21,False,
step_00150,150,cf_19508,unknown,22,False,
step_00150,150,cf_19508,unknown,23,False,
step_00150,150,cf_19508,unknown,24,False,
step_00150,150,cf_19508,unknown,-1,False,
step_00150,150,cf_9836,unknown,0,False,
step_00150,150,cf_9836,unknown,1,False,
step_00150,150,cf_9836,unknown,2,False,
step_00150,150,cf_9836,unknown,3,False,
step_00150,150,cf_9836,unknown,4,False,
step_00150,150,cf_9836,unknown,5,False,
step_00150,150,cf_9836,unknown,6,False,
step_00150,150,cf_9836,unknown,7,False,
step_00150,150,cf_9836,unknown,8,False,
step_00150,150,cf_9836,unknown,9,False,
step_00150,150,cf_9836,unknown,10,False,
step_00150,150,cf_9836,unknown,11,False,
step_00150,150,cf_9836,unknown,12,False,
step_00150,150,cf_9836,unknown,13,False,
step_00150,150,cf_9836,unknown,14,False,
step_00150,150,cf_9836,unknown,15,False,
step_00150,150,cf_9836,unknown,16,False,
step_00150,150,cf_9836,unknown,17,False,
step_00150,150,cf_9836,unknown,18,False,
step_00150,150,cf_9836,unknown,19,False,
step_00150,150,cf_9836,unknown,20,False,
step_00150,150,cf_9836,unknown,21,False,
step_00150,150,cf_9836,unknown,22,True,
step_00150,150,cf_9836,unknown,23,True,
step_00150,150,cf_9836,unknown,24,True,
step_00150,150,cf_9836,unknown,-1,True,22.0
step_00150,150,cf_3755,unknown,0,False,
step_00150,150,cf_3755,unknown,1,False,
step_00150,150,cf_3755,unknown,2,False,
step_00150,150,cf_3755,unknown,3,False,
step_00150,150,cf_3755,unknown,4,False,
step_00150,150,cf_3755,unknown,5,False,
step_00150,150,cf_3755,unknown,6,False,
step_00150,150,cf_3755,unknown,7,False,
step_00150,150,cf_3755,unknown,8,False,
step_00150,150,cf_3755,unknown,9,False,
step_00150,150,cf_3755,unknown,10,False,
step_00150,150,cf_3755,unknown,11,False,
step_00150,150,cf_3755,unknown,12,False,
step_00150,150,cf_3755,unknown,13,False,
step_00150,150,cf_3755,unknown,14,False,
step_00150,150,cf_3755,unknown,15,False,
step_00150,150,cf_3755,unknown,16,False,
step_00150,150,cf_3755,unknown,17,False,
step_00150,150,cf_3755,unknown,18,False,
step_00150,150,cf_3755,unknown,19,False,
step_00150,150,cf_3755,unknown,20,False,
step_00150,150,cf_3755,unknown,21,False,
step_00150,150,cf_3755,unknown,22,False,
step_00150,150,cf_3755,unknown,23,False,
step_00150,150,cf_3755,unknown,24,False,
step_00150,150,cf_3755,unknown,-1,False,
step_00150,150,cf_2950,unknown,0,False,
step_00150,150,cf_2950,unknown,1,False,
step_00150,150,cf_2950,unknown,2,False,
step_00150,150,cf_2950,unknown,3,False,
step_00150,150,cf_2950,unknown,4,False,
step_00150,150,cf_2950,unknown,5,False,
step_00150,150,cf_2950,unknown,6,False,
step_00150,150,cf_2950,unknown,7,False,
step_00150,150,cf_2950,unknown,8,False,
step_00150,150,cf_2950,unknown,9,False,
step_00150,150,cf_2950,unknown,10,False,
step_00150,150,cf_2950,unknown,11,False,
step_00150,150,cf_2950,unknown,12,False,
step_00150,150,cf_2950,unknown,13,False,
step_00150,150,cf_2950,unknown,14,False,
step_00150,150,cf_2950,unknown,15,False,
step_00150,150,cf_2950,unknown,16,True,
step_00150,150,cf_2950,unknown,17,True,
step_00150,150,cf_2950,unknown,18,True,
step_00150,150,cf_2950,unknown,19,True,
step_00150,150,cf_2950,unknown,20,True,
step_00150,150,cf_2950,unknown,21,True,
step_00150,150,cf_2950,unknown,22,True,
step_00150,150,cf_2950,unknown,23,True,
step_00150,150,cf_2950,unknown,24,True,
step_00150,150,cf_2950,unknown,-1,True,16.0
step_00150,150,cf_12743,unknown,0,False,
step_00150,150,cf_12743,unknown,1,False,
step_00150,150,cf_12743,unknown,2,False,
step_00150,150,cf_12743,unknown,3,False,
step_00150,150,cf_12743,unknown,4,False,
step_00150,150,cf_12743,unknown,5,False,
step_00150,150,cf_12743,unknown,6,False,
step_00150,150,cf_12743,unknown,7,False,
step_00150,150,cf_12743,unknown,8,False,
step_00150,150,cf_12743,unknown,9,False,
step_00150,150,cf_12743,unknown,10,False,
step_00150,150,cf_12743,unknown,11,False,
step_00150,150,cf_12743,unknown,12,False,
step_00150,150,cf_12743,unknown,13,False,
step_00150,150,cf_12743,unknown,14,False,
step_00150,150,cf_12743,unknown,15,False,
step_00150,150,cf_12743,unknown,16,True,
step_00150,150,cf_12743,unknown,17,True,
step_00150,150,cf_12743,unknown,18,False,
step_00150,150,cf_12743,unknown,19,False,
step_00150,150,cf_12743,unknown,20,False,
step_00150,150,cf_12743,unknown,21,False,
step_00150,150,cf_12743,unknown,22,True,
step_00150,150,cf_12743,unknown,23,True,
step_00150,150,cf_12743,unknown,24,True,
step_00150,150,cf_12743,unknown,-1,True,16.0
step_00150,150,cf_16137,unknown,0,False,
step_00150,150,cf_16137,unknown,1,False,
step_00150,150,cf_16137,unknown,2,False,
step_00150,150,cf_16137,unknown,3,False,
step_00150,150,cf_16137,unknown,4,False,
step_00150,150,cf_16137,unknown,5,False,
step_00150,150,cf_16137,unknown,6,False,
step_00150,150,cf_16137,unknown,7,False,
step_00150,150,cf_16137,unknown,8,False,
step_00150,150,cf_16137,unknown,9,False,
step_00150,150,cf_16137,unknown,10,False,
step_00150,150,cf_16137,unknown,11,False,
step_00150,150,cf_16137,unknown,12,False,
step_00150,150,cf_16137,unknown,13,False,
step_00150,150,cf_16137,unknown,14,False,
step_00150,150,cf_16137,unknown,15,False,
step_00150,150,cf_16137,unknown,16,False,
step_00150,150,cf_16137,unknown,17,False,
step_00150,150,cf_16137,unknown,18,False,
step_00150,150,cf_16137,unknown,19,False,
step_00150,150,cf_16137,unknown,20,False,
step_00150,150,cf_16137,unknown,21,False,
step_00150,150,cf_16137,unknown,22,False,
step_00150,150,cf_16137,unknown,23,False,
step_00150,150,cf_16137,unknown,24,False,
step_00150,150,cf_16137,unknown,-1,False,
step_00150,150,cf_8397,unknown,0,False,
step_00150,150,cf_8397,unknown,1,False,
step_00150,150,cf_8397,unknown,2,False,
step_00150,150,cf_8397,unknown,3,False,
step_00150,150,cf_8397,unknown,4,False,
step_00150,150,cf_8397,unknown,5,False,
step_00150,150,cf_8397,unknown,6,False,
step_00150,150,cf_8397,unknown,7,False,
step_00150,150,cf_8397,unknown,8,False,
step_00150,150,cf_8397,unknown,9,False,
step_00150,150,cf_8397,unknown,10,False,
step_00150,150,cf_8397,unknown,11,False,
step_00150,150,cf_8397,unknown,12,False,
step_00150,150,cf_8397,unknown,13,False,
step_00150,150,cf_8397,unknown,14,False,
step_00150,150,cf_8397,unknown,15,False,
step_00150,150,cf_8397,unknown,16,False,
step_00150,150,cf_8397,unknown,17,False,
step_00150,150,cf_8397,unknown,18,False,
step_00150,150,cf_8397,unknown,19,False,
step_00150,150,cf_8397,unknown,20,False,
step_00150,150,cf_8397,unknown,21,False,
step_00150,150,cf_8397,unknown,22,False,
step_00150,150,cf_8397,unknown,23,False,
step_00150,150,cf_8397,unknown,24,False,
step_00150,150,cf_8397,unknown,-1,False,
step_00150,150,cf_658,unknown,0,False,
step_00150,150,cf_658,unknown,1,False,
step_00150,150,cf_658,unknown,2,False,
step_00150,150,cf_658,unknown,3,False,
step_00150,150,cf_658,unknown,4,False,
step_00150,150,cf_658,unknown,5,False,
step_00150,150,cf_658,unknown,6,False,
step_00150,150,cf_658,unknown,7,False,
step_00150,150,cf_658,unknown,8,False,
step_00150,150,cf_658,unknown,9,False,
step_00150,150,cf_658,unknown,10,False,
step_00150,150,cf_658,unknown,11,False,
step_00150,150,cf_658,unknown,12,True,
step_00150,150,cf_658,unknown,13,False,
step_00150,150,cf_658,unknown,14,False,
step_00150,150,cf_658,unknown,15,True,
step_00150,150,cf_658,unknown,16,True,
step_00150,150,cf_658,unknown,17,True,
step_00150,150,cf_658,unknown,18,True,
step_00150,150,cf_658,unknown,19,True,
step_00150,150,cf_658,unknown,20,True,
step_00150,150,cf_658,unknown,21,True,
step_00150,150,cf_658,unknown,22,True,
step_00150,150,cf_658,unknown,23,True,
step_00150,150,cf_658,unknown,24,True,
step_00150,150,cf_658,unknown,-1,True,12.0
step_00150,150,cf_19290,unknown,0,False,
step_00150,150,cf_19290,unknown,1,False,
step_00150,150,cf_19290,unknown,2,False,
step_00150,150,cf_19290,unknown,3,False,
step_00150,150,cf_19290,unknown,4,False,
step_00150,150,cf_19290,unknown,5,False,
step_00150,150,cf_19290,unknown,6,False,
step_00150,150,cf_19290,unknown,7,False,
step_00150,150,cf_19290,unknown,8,False,
step_00150,150,cf_19290,unknown,9,False,
step_00150,150,cf_19290,unknown,10,False,
step_00150,150,cf_19290,unknown,11,False,
step_00150,150,cf_19290,unknown,12,False,
step_00150,150,cf_19290,unknown,13,False,
step_00150,150,cf_19290,unknown,14,False,
step_00150,150,cf_19290,unknown,15,False,
step_00150,150,cf_19290,unknown,16,False,
step_00150,150,cf_19290,unknown,17,False,
step_00150,150,cf_19290,unknown,18,False,
step_00150,150,cf_19290,unknown,19,False,
step_00150,150,cf_19290,unknown,20,False,
step_00150,150,cf_19290,unknown,21,False,
step_00150,150,cf_19290,unknown,22,False,
step_00150,150,cf_19290,unknown,23,False,
step_00150,150,cf_19290,unknown,24,True,
step_00150,150,cf_19290,unknown,-1,True,24.0
step_00150,150,cf_3637,unknown,0,False,
step_00150,150,cf_3637,unknown,1,False,
step_00150,150,cf_3637,unknown,2,False,
step_00150,150,cf_3637,unknown,3,False,
step_00150,150,cf_3637,unknown,4,False,
step_00150,150,cf_3637,unknown,5,False,
step_00150,150,cf_3637,unknown,6,False,
step_00150,150,cf_3637,unknown,7,False,
step_00150,150,cf_3637,unknown,8,False,
step_00150,150,cf_3637,unknown,9,False,
step_00150,150,cf_3637,unknown,10,True,
step_00150,150,cf_3637,unknown,11,True,
step_00150,150,cf_3637,unknown,12,True,
step_00150,150,cf_3637,unknown,13,True,
step_00150,150,cf_3637,unknown,14,True,
step_00150,150,cf_3637,unknown,15,True,
step_00150,150,cf_3637,unknown,16,False,
step_00150,150,cf_3637,unknown,17,True,
step_00150,150,cf_3637,unknown,18,True,
step_00150,150,cf_3637,unknown,19,True,
step_00150,150,cf_3637,unknown,20,True,
step_00150,150,cf_3637,unknown,21,True,
step_00150,150,cf_3637,unknown,22,True,
step_00150,150,cf_3637,unknown,23,True,
step_00150,150,cf_3637,unknown,24,True,
step_00150,150,cf_3637,unknown,-1,True,10.0
step_00150,150,cf_471,unknown,0,False,
step_00150,150,cf_471,unknown,1,False,
step_00150,150,cf_471,unknown,2,False,
step_00150,150,cf_471,unknown,3,False,
step_00150,150,cf_471,unknown,4,False,
step_00150,150,cf_471,unknown,5,False,
step_00150,150,cf_471,unknown,6,False,
step_00150,150,cf_471,unknown,7,False,
step_00150,150,cf_471,unknown,8,False,
step_00150,150,cf_471,unknown,9,False,
step_00150,150,cf_471,unknown,10,False,
step_00150,150,cf_471,unknown,11,False,
step_00150,150,cf_471,unknown,12,False,
step_00150,150,cf_471,unknown,13,False,
step_00150,150,cf_471,unknown,14,False,
step_00150,150,cf_471,unknown,15,False,
step_00150,150,cf_471,unknown,16,False,
step_00150,150,cf_471,unknown,17,False,
step_00150,150,cf_471,unknown,18,False,
step_00150,150,cf_471,unknown,19,False,
step_00150,150,cf_471,unknown,20,False,
step_00150,150,cf_471,unknown,21,False,
step_00150,150,cf_471,unknown,22,False,
step_00150,150,cf_471,unknown,23,False,
step_00150,150,cf_471,unknown,24,False,
step_00150,150,cf_471,unknown,-1,False,
step_00150,150,cf_1065,unknown,0,False,
step_00150,150,cf_1065,unknown,1,False,
step_00150,150,cf_1065,unknown,2,False,
step_00150,150,cf_1065,unknown,3,False,
step_00150,150,cf_1065,unknown,4,False,
step_00150,150,cf_1065,unknown,5,False,
step_00150,150,cf_1065,unknown,6,False,
step_00150,150,cf_1065,unknown,7,False,
step_00150,150,cf_1065,unknown,8,False,
step_00150,150,cf_1065,unknown,9,False,
step_00150,150,cf_1065,unknown,10,False,
step_00150,150,cf_1065,unknown,11,False,
step_00150,150,cf_1065,unknown,12,False,
step_00150,150,cf_1065,unknown,13,False,
step_00150,150,cf_1065,unknown,14,False,
step_00150,150,cf_1065,unknown,15,False,
step_00150,150,cf_1065,unknown,16,False,
step_00150,150,cf_1065,unknown,17,False,
step_00150,150,cf_1065,unknown,18,False,
step_00150,150,cf_1065,unknown,19,False,
step_00150,150,cf_1065,unknown,20,False,
step_00150,150,cf_1065,unknown,21,False,
step_00150,150,cf_1065,unknown,22,False,
step_00150,150,cf_1065,unknown,23,False,
step_00150,150,cf_1065,unknown,24,False,
step_00150,150,cf_1065,unknown,-1,False,
step_00150,150,cf_6326,unknown,0,False,
step_00150,150,cf_6326,unknown,1,False,
step_00150,150,cf_6326,unknown,2,False,
step_00150,150,cf_6326,unknown,3,False,
step_00150,150,cf_6326,unknown,4,False,
step_00150,150,cf_6326,unknown,5,False,
step_00150,150,cf_6326,unknown,6,False,
step_00150,150,cf_6326,unknown,7,False,
step_00150,150,cf_6326,unknown,8,False,
step_00150,150,cf_6326,unknown,9,False,
step_00150,150,cf_6326,unknown,10,False,
step_00150,150,cf_6326,unknown,11,False,
step_00150,150,cf_6326,unknown,12,False,
step_00150,150,cf_6326,unknown,13,False,
step_00150,150,cf_6326,unknown,14,False,
step_00150,150,cf_6326,unknown,15,False,
step_00150,150,cf_6326,unknown,16,False,
step_00150,150,cf_6326,unknown,17,False,
step_00150,150,cf_6326,unknown,18,False,
step_00150,150,cf_6326,unknown,19,False,
step_00150,150,cf_6326,unknown,20,False,
step_00150,150,cf_6326,unknown,21,False,
step_00150,150,cf_6326,unknown,22,False,
step_00150,150,cf_6326,unknown,23,False,
step_00150,150,cf_6326,unknown,24,False,
step_00150,150,cf_6326,unknown,-1,False,
step_00150,150,cf_15825,unknown,0,False,
step_00150,150,cf_15825,unknown,1,False,
step_00150,150,cf_15825,unknown,2,False,
step_00150,150,cf_15825,unknown,3,False,
step_00150,150,cf_15825,unknown,4,False,
step_00150,150,cf_15825,unknown,5,False,
step_00150,150,cf_15825,unknown,6,False,
step_00150,150,cf_15825,unknown,7,False,
step_00150,150,cf_15825,unknown,8,False,
step_00150,150,cf_15825,unknown,9,False,
step_00150,150,cf_15825,unknown,10,False,
step_00150,150,cf_15825,unknown,11,False,
step_00150,150,cf_15825,unknown,12,False,
step_00150,150,cf_15825,unknown,13,False,
step_00150,150,cf_15825,unknown,14,False,
step_00150,150,cf_15825,unknown,15,False,
step_00150,150,cf_15825,unknown,16,False,
step_00150,150,cf_15825,unknown,17,False,
step_00150,150,cf_15825,unknown,18,False,
step_00150,150,cf_15825,unknown,19,False,
step_00150,150,cf_15825,unknown,20,False,
step_00150,150,cf_15825,unknown,21,False,
step_00150,150,cf_15825,unknown,22,False,
step_00150,150,cf_15825,unknown,23,False,
step_00150,150,cf_15825,unknown,24,False,
step_00150,150,cf_15825,unknown,-1,False,
step_00150,150,cf_11789,unknown,0,False,
step_00150,150,cf_11789,unknown,1,False,
step_00150,150,cf_11789,unknown,2,False,
step_00150,150,cf_11789,unknown,3,False,
step_00150,150,cf_11789,unknown,4,False,
step_00150,150,cf_11789,unknown,5,False,
step_00150,150,cf_11789,unknown,6,False,
step_00150,150,cf_11789,unknown,7,False,
step_00150,150,cf_11789,unknown,8,False,
step_00150,150,cf_11789,unknown,9,False,
step_00150,150,cf_11789,unknown,10,False,
step_00150,150,cf_11789,unknown,11,False,
step_00150,150,cf_11789,unknown,12,False,
step_00150,150,cf_11789,unknown,13,False,
step_00150,150,cf_11789,unknown,14,False,
step_00150,150,cf_11789,unknown,15,False,
step_00150,150,cf_11789,unknown,16,False,
step_00150,150,cf_11789,unknown,17,False,
step_00150,150,cf_11789,unknown,18,False,
step_00150,150,cf_11789,unknown,19,False,
step_00150,150,cf_11789,unknown,20,False,
step_00150,150,cf_11789,unknown,21,False,
step_00150,150,cf_11789,unknown,22,False,
step_00150,150,cf_11789,unknown,23,False,
step_00150,150,cf_11789,unknown,24,False,
step_00150,150,cf_11789,unknown,-1,False,
step_00150,150,cf_13546,unknown,0,False,
step_00150,150,cf_13546,unknown,1,False,
step_00150,150,cf_13546,unknown,2,False,
step_00150,150,cf_13546,unknown,3,False,
step_00150,150,cf_13546,unknown,4,False,
step_00150,150,cf_13546,unknown,5,False,
step_00150,150,cf_13546,unknown,6,False,
step_00150,150,cf_13546,unknown,7,False,
step_00150,150,cf_13546,unknown,8,False,
step_00150,150,cf_13546,unknown,9,False,
step_00150,150,cf_13546,unknown,10,False,
step_00150,150,cf_13546,unknown,11,False,
step_00150,150,cf_13546,unknown,12,False,
step_00150,150,cf_13546,unknown,13,False,
step_00150,150,cf_13546,unknown,14,False,
step_00150,150,cf_13546,unknown,15,False,
step_00150,150,cf_13546,unknown,16,False,
step_00150,150,cf_13546,unknown,17,False,
step_00150,150,cf_13546,unknown,18,False,
step_00150,150,cf_13546,unknown,19,False,
step_00150,150,cf_13546,unknown,20,False,
step_00150,150,cf_13546,unknown,21,False,
step_00150,150,cf_13546,unknown,22,False,
step_00150,150,cf_13546,unknown,23,False,
step_00150,150,cf_13546,unknown,24,False,
step_00150,150,cf_13546,unknown,-1,False,
step_00150,150,cf_14880,unknown,0,False,
step_00150,150,cf_14880,unknown,1,False,
step_00150,150,cf_14880,unknown,2,False,
step_00150,150,cf_14880,unknown,3,False,
step_00150,150,cf_14880,unknown,4,False,
step_00150,150,cf_14880,unknown,5,False,
step_00150,150,cf_14880,unknown,6,False,
step_00150,150,cf_14880,unknown,7,False,
step_00150,150,cf_14880,unknown,8,True,
step_00150,150,cf_14880,unknown,9,True,
step_00150,150,cf_14880,unknown,10,True,
step_00150,150,cf_14880,unknown,11,True,
step_00150,150,cf_14880,unknown,12,True,
step_00150,150,cf_14880,unknown,13,True,
step_00150,150,cf_14880,unknown,14,True,
step_00150,150,cf_14880,unknown,15,True,
step_00150,150,cf_14880,unknown,16,True,
step_00150,150,cf_14880,unknown,17,True,
step_00150,150,cf_14880,unknown,18,True,
step_00150,150,cf_14880,unknown,19,True,
step_00150,150,cf_14880,unknown,20,True,
step_00150,150,cf_14880,unknown,21,True,
step_00150,150,cf_14880,unknown,22,True,
step_00150,150,cf_14880,unknown,23,True,
step_00150,150,cf_14880,unknown,24,True,
step_00150,150,cf_14880,unknown,-1,True,8.0
step_00150,150,cf_15677,unknown,0,False,
step_00150,150,cf_15677,unknown,1,True,
step_00150,150,cf_15677,unknown,2,True,
step_00150,150,cf_15677,unknown,3,True,
step_00150,150,cf_15677,unknown,4,True,
step_00150,150,cf_15677,unknown,5,True,
step_00150,150,cf_15677,unknown,6,True,
step_00150,150,cf_15677,unknown,7,True,
step_00150,150,cf_15677,unknown,8,True,
step_00150,150,cf_15677,unknown,9,True,
step_00150,150,cf_15677,unknown,10,True,
step_00150,150,cf_15677,unknown,11,True,
step_00150,150,cf_15677,unknown,12,True,
step_00150,150,cf_15677,unknown,13,True,
step_00150,150,cf_15677,unknown,14,True,
step_00150,150,cf_15677,unknown,15,True,
step_00150,150,cf_15677,unknown,16,True,
step_00150,150,cf_15677,unknown,17,True,
step_00150,150,cf_15677,unknown,18,True,
step_00150,150,cf_15677,unknown,19,True,
step_00150,150,cf_15677,unknown,20,True,
step_00150,150,cf_15677,unknown,21,True,
step_00150,150,cf_15677,unknown,22,True,
step_00150,150,cf_15677,unknown,23,True,
step_00150,150,cf_15677,unknown,24,True,
step_00150,150,cf_15677,unknown,-1,True,1.0
step_00150,150,cf_4197,unknown,0,False,
step_00150,150,cf_4197,unknown,1,False,
step_00150,150,cf_4197,unknown,2,False,
step_00150,150,cf_4197,unknown,3,False,
step_00150,150,cf_4197,unknown,4,False,
step_00150,150,cf_4197,unknown,5,False,
step_00150,150,cf_4197,unknown,6,False,
step_00150,150,cf_4197,unknown,7,False,
step_00150,150,cf_4197,unknown,8,False,
step_00150,150,cf_4197,unknown,9,False,
step_00150,150,cf_4197,unknown,10,False,
step_00150,150,cf_4197,unknown,11,False,
step_00150,150,cf_4197,unknown,12,False,
step_00150,150,cf_4197,unknown,13,False,
step_00150,150,cf_4197,unknown,14,False,
step_00150,150,cf_4197,unknown,15,False,
step_00150,150,cf_4197,unknown,16,False,
step_00150,150,cf_4197,unknown,17,False,
step_00150,150,cf_4197,unknown,18,True,
step_00150,150,cf_4197,unknown,19,True,
step_00150,150,cf_4197,unknown,20,True,
step_00150,150,cf_4197,unknown,21,True,
step_00150,150,cf_4197,unknown,22,True,
step_00150,150,cf_4197,unknown,23,True,
step_00150,150,cf_4197,unknown,24,False,
step_00150,150,cf_4197,unknown,-1,True,18.0
step_00150,150,cf_12024,unknown,0,False,
step_00150,150,cf_12024,unknown,1,False,
step_00150,150,cf_12024,unknown,2,False,
step_00150,150,cf_12024,unknown,3,False,
step_00150,150,cf_12024,unknown,4,False,
step_00150,150,cf_12024,unknown,5,False,
step_00150,150,cf_12024,unknown,6,False,
step_00150,150,cf_12024,unknown,7,False,
step_00150,150,cf_12024,unknown,8,False,
step_00150,150,cf_12024,unknown,9,False,
step_00150,150,cf_12024,unknown,10,False,
step_00150,150,cf_12024,unknown,11,False,
step_00150,150,cf_12024,unknown,12,False,
step_00150,150,cf_12024,unknown,13,False,
step_00150,150,cf_12024,unknown,14,False,
step_00150,150,cf_12024,unknown,15,False,
step_00150,150,cf_12024,unknown,16,False,
step_00150,150,cf_12024,unknown,17,False,
step_00150,150,cf_12024,unknown,18,False,
step_00150,150,cf_12024,unknown,19,False,
step_00150,150,cf_12024,unknown,20,False,
step_00150,150,cf_12024,unknown,21,False,
step_00150,150,cf_12024,unknown,22,False,
step_00150,150,cf_12024,unknown,23,False,
step_00150,150,cf_12024,unknown,24,False,
step_00150,150,cf_12024,unknown,-1,False,
step_00150,150,cf_6269,unknown,0,False,
step_00150,150,cf_6269,unknown,1,False,
step_00150,150,cf_6269,unknown,2,False,
step_00150,150,cf_6269,unknown,3,False,
step_00150,150,cf_6269,unknown,4,False,
step_00150,150,cf_6269,unknown,5,False,
step_00150,150,cf_6269,unknown,6,False,
step_00150,150,cf_6269,unknown,7,True,
step_00150,150,cf_6269,unknown,8,True,
step_00150,150,cf_6269,unknown,9,True,
step_00150,150,cf_6269,unknown,10,True,
step_00150,150,cf_6269,unknown,11,True,
step_00150,150,cf_6269,unknown,12,True,
step_00150,150,cf_6269,unknown,13,True,
step_00150,150,cf_6269,unknown,14,True,
step_00150,150,cf_6269,unknown,15,True,
step_00150,150,cf_6269,unknown,16,True,
step_00150,150,cf_6269,unknown,17,True,
step_00150,150,cf_6269,unknown,18,True,
step_00150,150,cf_6269,unknown,19,True,
step_00150,150,cf_6269,unknown,20,True,
step_00150,150,cf_6269,unknown,21,True,
step_00150,150,cf_6269,unknown,22,True,
step_00150,150,cf_6269,unknown,23,True,
step_00150,150,cf_6269,unknown,24,True,
step_00150,150,cf_6269,unknown,-1,True,7.0
step_00150,150,cf_16719,unknown,0,False,
step_00150,150,cf_16719,unknown,1,False,
step_00150,150,cf_16719,unknown,2,False,
step_00150,150,cf_16719,unknown,3,False,
step_00150,150,cf_16719,unknown,4,False,
step_00150,150,cf_16719,unknown,5,False,
step_00150,150,cf_16719,unknown,6,False,
step_00150,150,cf_16719,unknown,7,False,
step_00150,150,cf_16719,unknown,8,False,
step_00150,150,cf_16719,unknown,9,False,
step_00150,150,cf_16719,unknown,10,False,
step_00150,150,cf_16719,unknown,11,False,
