step,epoch,loss
1,1,3.942039728164673
2,1,4.004881381988525
3,1,3.7947497367858887
4,1,4.769566059112549
5,1,4.216729640960693
6,1,5.986537933349609
7,1,4.840402603149414
8,1,4.677022457122803
9,1,3.9987292289733887
10,1,2.9813904762268066
11,1,4.036881923675537
12,1,3.493785858154297
13,1,3.9623992443084717
14,1,1.7459039688110352
15,1,4.734799385070801
16,1,3.7139506340026855
17,1,2.7728118896484375
18,1,3.9021263122558594
19,1,3.221677303314209
20,1,2.5844078063964844
21,1,1.8965635299682617
22,1,2.623554229736328
23,1,2.8653361797332764
24,1,3.686696767807007
25,1,2.4754157066345215
26,1,2.7168638706207275
27,1,3.9807963371276855
28,1,3.357931613922119
29,1,2.7519404888153076
30,1,2.5930895805358887
31,1,2.5340867042541504
32,1,3.03975248336792
33,1,2.096452236175537
34,1,2.999917507171631
35,1,3.1224656105041504
36,1,2.021054744720459
37,1,3.6385302543640137
38,1,2.9125540256500244
39,1,2.3209457397460938
40,1,3.18007755279541
41,1,1.4298334121704102
42,1,3.714749574661255
43,1,1.009453296661377
44,1,2.785672187805176
45,1,2.06758713722229
46,1,1.7215383052825928
47,1,3.2933402061462402
48,1,2.735954761505127
49,1,2.113544464111328
50,1,1.6624791622161865
51,1,2.3943567276000977
52,1,1.3654441833496094
53,1,1.741634726524353
54,1,3.416898488998413
55,1,1.6704111099243164
56,1,2.6605172157287598
57,1,1.2642600536346436
58,1,1.1206973791122437
59,1,3.0589184761047363
60,1,1.780577301979065
61,1,2.532787322998047
62,1,1.4894545078277588
63,1,2.996851921081543
64,1,4.112636566162109
65,1,1.6421103477478027
66,1,1.821746587753296
67,1,1.9680343866348267
68,1,1.4127144813537598
69,1,2.944002389907837
70,1,3.0298781394958496
71,1,1.778106927871704
72,1,1.9169235229492188
73,1,2.126131057739258
74,1,2.463717222213745
75,1,2.1931638717651367
76,1,4.563669204711914
77,1,3.1940314769744873
78,1,2.2846450805664062
79,1,1.8082540035247803
80,1,2.383871555328369
81,1,1.7285592555999756
82,1,1.2155722379684448
83,1,2.2925591468811035
84,1,2.9597787857055664
85,1,1.8817222118377686
86,1,2.3534741401672363
87,1,2.0731756687164307
88,1,1.4723402261734009
89,1,1.6906828880310059
90,1,1.3420909643173218
91,1,2.72102952003479
92,1,3.224256753921509
93,1,1.1640065908432007
94,1,2.4397313594818115
95,1,2.570819854736328
96,1,2.7685275077819824
97,1,2.698349952697754
98,1,2.311910390853882
99,1,3.2066900730133057
100,1,1.2733159065246582
101,1,2.3335304260253906
102,1,2.740710496902466
103,1,2.1672441959381104
104,1,1.9163095951080322
105,1,1.7182986736297607
106,1,1.2197844982147217
107,1,1.0723767280578613
