variant,step,fact_id,condition,control,layer,flipped,logit_diff,first_flip_layer,first_positive_diff_layer
final,535,cf_19445,latent,self,18,False,2.7469310760498047,,
final,535,cf_19445,latent,self,19,False,2.7469310760498047,,
final,535,cf_19445,latent,self,20,False,2.7469310760498047,,
final,535,cf_19445,latent,self,21,False,2.7469310760498047,,
final,535,cf_19445,latent,self,22,False,2.7469310760498047,,
final,535,cf_19445,latent,self,23,False,2.7469310760498047,,
final,535,cf_19445,latent,self,24,False,2.882476806640625,,
final,535,cf_19445,latent,self,-1,False,,,0.0
final,535,cf_14210,latent,self,0,False,4.082742691040039,,
final,535,cf_14210,latent,self,1,False,4.082742691040039,,
final,535,cf_14210,latent,self,2,False,4.082742691040039,,
final,535,cf_14210,latent,self,3,False,4.082742691040039,,
final,535,cf_14210,latent,self,4,False,4.082742691040039,,
final,535,cf_14210,latent,self,5,False,4.082742691040039,,
final,535,cf_14210,latent,self,6,False,4.082742691040039,,
final,535,cf_14210,latent,self,7,False,4.082742691040039,,
final,535,cf_14210,latent,self,8,False,4.082742691040039,,
final,535,cf_14210,latent,self,9,False,4.082742691040039,,
final,535,cf_14210,latent,self,10,False,4.082742691040039,,
final,535,cf_14210,latent,self,11,False,4.082742691040039,,
final,535,cf_14210,latent,self,12,False,4.082742691040039,,
final,535,cf_14210,latent,self,13,False,4.082742691040039,,
final,535,cf_14210,latent,self,14,False,4.082742691040039,,
final,535,cf_14210,latent,self,15,False,4.082742691040039,,
final,535,cf_14210,latent,self,16,False,4.082742691040039,,
final,535,cf_14210,latent,self,17,False,4.082742691040039,,
final,535,cf_14210,latent,self,18,False,4.082742691040039,,
final,535,cf_14210,latent,self,19,False,4.082742691040039,,
final,535,cf_14210,latent,self,20,False,4.082742691040039,,
final,535,cf_14210,latent,self,21,False,4.082742691040039,,
final,535,cf_14210,latent,self,22,False,4.082742691040039,,
final,535,cf_14210,latent,self,23,False,4.082742691040039,,
final,535,cf_14210,latent,self,24,False,4.281164169311523,,
final,535,cf_14210,latent,self,-1,False,,,0.0
final,535,cf_10914,latent,self,0,False,1.729604721069336,,
final,535,cf_10914,latent,self,1,False,1.729604721069336,,
final,535,cf_10914,latent,self,2,False,1.729604721069336,,
final,535,cf_10914,latent,self,3,False,1.729604721069336,,
final,535,cf_10914,latent,self,4,False,1.729604721069336,,
final,535,cf_10914,latent,self,5,False,1.729604721069336,,
final,535,cf_10914,latent,self,6,False,1.729604721069336,,
final,535,cf_10914,latent,self,7,False,1.729604721069336,,
final,535,cf_10914,latent,self,8,False,1.729604721069336,,
final,535,cf_10914,latent,self,9,False,1.729604721069336,,
final,535,cf_10914,latent,self,10,False,1.729604721069336,,
final,535,cf_10914,latent,self,11,False,1.729604721069336,,
final,535,cf_10914,latent,self,12,False,1.729604721069336,,
final,535,cf_10914,latent,self,13,False,1.729604721069336,,
final,535,cf_10914,latent,self,14,False,1.729604721069336,,
final,535,cf_10914,latent,self,15,False,1.729604721069336,,
final,535,cf_10914,latent,self,16,False,1.729604721069336,,
final,535,cf_10914,latent,self,17,False,1.729604721069336,,
final,535,cf_10914,latent,self,18,False,1.729604721069336,,
final,535,cf_10914,latent,self,19,False,1.729604721069336,,
final,535,cf_10914,latent,self,20,False,1.729604721069336,,
final,535,cf_10914,latent,self,21,False,1.729604721069336,,
final,535,cf_10914,latent,self,22,False,1.729604721069336,,
final,535,cf_10914,latent,self,23,False,1.729604721069336,,
final,535,cf_10914,latent,self,24,False,1.5672550201416016,,
final,535,cf_10914,latent,self,-1,False,,,0.0
final,535,cf_7593,latent,self,0,False,2.6617002487182617,,
final,535,cf_7593,latent,self,1,False,2.6617002487182617,,
final,535,cf_7593,latent,self,2,False,2.6617002487182617,,
final,535,cf_7593,latent,self,3,False,2.6617002487182617,,
final,535,cf_7593,latent,self,4,False,2.6617002487182617,,
final,535,cf_7593,latent,self,5,False,2.6617002487182617,,
final,535,cf_7593,latent,self,6,False,2.6617002487182617,,
final,535,cf_7593,latent,self,7,False,2.6617002487182617,,
final,535,cf_7593,latent,self,8,False,2.6617002487182617,,
final,535,cf_7593,latent,self,9,False,2.6617002487182617,,
final,535,cf_7593,latent,self,10,False,2.6617002487182617,,
final,535,cf_7593,latent,self,11,False,2.6617002487182617,,
final,535,cf_7593,latent,self,12,False,2.6617002487182617,,
final,535,cf_7593,latent,self,13,False,2.6617002487182617,,
final,535,cf_7593,latent,self,14,False,2.6617002487182617,,
final,535,cf_7593,latent,self,15,False,2.6617002487182617,,
final,535,cf_7593,latent,self,16,False,2.6617002487182617,,
final,535,cf_7593,latent,self,17,False,2.6617002487182617,,
final,535,cf_7593,latent,self,18,False,2.6617002487182617,,
final,535,cf_7593,latent,self,19,False,2.6617002487182617,,
final,535,cf_7593,latent,self,20,False,2.6617002487182617,,
final,535,cf_7593,latent,self,21,False,2.6617002487182617,,
final,535,cf_7593,latent,self,22,False,2.6617002487182617,,
final,535,cf_7593,latent,self,23,False,2.6617002487182617,,
final,535,cf_7593,latent,self,24,False,2.8511009216308594,,
final,535,cf_7593,latent,self,-1,False,,,0.0
final,535,cf_9589,latent,self,0,False,0.05640602111816406,,
final,535,cf_9589,latent,self,1,False,0.05640602111816406,,
final,535,cf_9589,latent,self,2,False,0.05640602111816406,,
final,535,cf_9589,latent,self,3,False,0.05640602111816406,,
final,535,cf_9589,latent,self,4,False,0.05640602111816406,,
final,535,cf_9589,latent,self,5,False,0.05640602111816406,,
final,535,cf_9589,latent,self,6,False,0.05640602111816406,,
final,535,cf_9589,latent,self,7,False,0.05640602111816406,,
final,535,cf_9589,latent,self,8,False,0.05640602111816406,,
final,535,cf_9589,latent,self,9,False,0.05640602111816406,,
final,535,cf_9589,latent,self,10,False,0.05640602111816406,,
final,535,cf_9589,latent,self,11,False,0.05640602111816406,,
final,535,cf_9589,latent,self,12,False,0.05640602111816406,,
final,535,cf_9589,latent,self,13,False,0.05640602111816406,,
final,535,cf_9589,latent,self,14,False,0.05640602111816406,,
final,535,cf_9589,latent,self,15,False,0.05640602111816406,,
final,535,cf_9589,latent,self,16,False,0.05640602111816406,,
final,535,cf_9589,latent,self,17,False,0.05640602111816406,,
final,535,cf_9589,latent,self,18,False,0.05640602111816406,,
final,535,cf_9589,latent,self,19,False,0.05640602111816406,,
final,535,cf_9589,latent,self,20,False,0.05640602111816406,,
final,535,cf_9589,latent,self,21,False,0.05640602111816406,,
final,535,cf_9589,latent,self,22,False,0.05640602111816406,,
final,535,cf_9589,latent,self,23,False,0.05640602111816406,,
final,535,cf_9589,latent,self,24,False,0.1881885528564453,,
final,535,cf_9589,latent,self,-1,False,,,0.0
final,535,cf_17430,latent,self,0,False,4.754612922668457,,
final,535,cf_17430,latent,self,1,False,4.754612922668457,,
final,535,cf_17430,latent,self,2,False,4.754612922668457,,
final,535,cf_17430,latent,self,3,False,4.754612922668457,,
final,535,cf_17430,latent,self,4,False,4.754612922668457,,
final,535,cf_17430,latent,self,5,False,4.754612922668457,,
final,535,cf_17430,latent,self,6,False,4.754612922668457,,
final,535,cf_17430,latent,self,7,False,4.754612922668457,,
final,535,cf_17430,latent,self,8,False,4.754612922668457,,
final,535,cf_17430,latent,self,9,False,4.754612922668457,,
final,535,cf_17430,latent,self,10,False,4.754612922668457,,
final,535,cf_17430,latent,self,11,False,4.754612922668457,,
final,535,cf_17430,latent,self,12,False,4.754612922668457,,
final,535,cf_17430,latent,self,13,False,4.754612922668457,,
final,535,cf_17430,latent,self,14,False,4.754612922668457,,
final,535,cf_17430,latent,self,15,False,4.754612922668457,,
final,535,cf_17430,latent,self,16,False,4.754612922668457,,
final,535,cf_17430,latent,self,17,False,4.754612922668457,,
final,535,cf_17430,latent,self,18,False,4.754612922668457,,
final,535,cf_17430,latent,self,19,False,4.754612922668457,,
final,535,cf_17430,latent,self,20,False,4.754612922668457,,
final,535,cf_17430,latent,self,21,False,4.754612922668457,,
final,535,cf_17430,latent,self,22,False,4.754612922668457,,
final,535,cf_17430,latent,self,23,False,4.754612922668457,,
final,535,cf_17430,latent,self,24,False,4.5882568359375,,
final,535,cf_17430,latent,self,-1,False,,,0.0
final,535,cf_10912,latent,self,0,False,3.7111358642578125,,
final,535,cf_10912,latent,self,1,False,3.7111358642578125,,
final,535,cf_10912,latent,self,2,False,3.7111358642578125,,
final,535,cf_10912,latent,self,3,False,3.7111358642578125,,
final,535,cf_10912,latent,self,4,False,3.7111358642578125,,
final,535,cf_10912,latent,self,5,False,3.7111358642578125,,
final,535,cf_10912,latent,self,6,False,3.7111358642578125,,
final,535,cf_10912,latent,self,7,False,3.7111358642578125,,
final,535,cf_10912,latent,self,8,False,3.7111358642578125,,
final,535,cf_10912,latent,self,9,False,3.7111358642578125,,
final,535,cf_10912,latent,self,10,False,3.7111358642578125,,
final,535,cf_10912,latent,self,11,False,3.7111358642578125,,
final,535,cf_10912,latent,self,12,False,3.7111358642578125,,
final,535,cf_10912,latent,self,13,False,3.7111358642578125,,
final,535,cf_10912,latent,self,14,False,3.7111358642578125,,
final,535,cf_10912,latent,self,15,False,3.7111358642578125,,
final,535,cf_10912,latent,self,16,False,3.7111358642578125,,
final,535,cf_10912,latent,self,17,False,3.7111358642578125,,
final,535,cf_10912,latent,self,18,False,3.7111358642578125,,
final,535,cf_10912,latent,self,19,False,3.7111358642578125,,
final,535,cf_10912,latent,self,20,False,3.7111358642578125,,
final,535,cf_10912,latent,self,21,False,3.7111358642578125,,
final,535,cf_10912,latent,self,22,False,3.7111358642578125,,
final,535,cf_10912,latent,self,23,False,3.7111358642578125,,
final,535,cf_10912,latent,self,24,False,3.5476646423339844,,
final,535,cf_10912,latent,self,-1,False,,,0.0
final,535,cf_9653,latent,self,0,False,1.7127313613891602,,
final,535,cf_9653,latent,self,1,False,1.7127313613891602,,
final,535,cf_9653,latent,self,2,False,1.7127313613891602,,
final,535,cf_9653,latent,self,3,False,1.7127313613891602,,
final,535,cf_9653,latent,self,4,False,1.7127313613891602,,
final,535,cf_9653,latent,self,5,False,1.7127313613891602,,
final,535,cf_9653,latent,self,6,False,1.7127313613891602,,
final,535,cf_9653,latent,self,7,False,1.7127313613891602,,
final,535,cf_9653,latent,self,8,False,1.7127313613891602,,
final,535,cf_9653,latent,self,9,False,1.7127313613891602,,
final,535,cf_9653,latent,self,10,False,1.7127313613891602,,
final,535,cf_9653,latent,self,11,False,1.7127313613891602,,
final,535,cf_9653,latent,self,12,False,1.7127313613891602,,
final,535,cf_9653,latent,self,13,False,1.7127313613891602,,
final,535,cf_9653,latent,self,14,False,1.7127313613891602,,
final,535,cf_9653,latent,self,15,False,1.7127313613891602,,
final,535,cf_9653,latent,self,16,False,1.7127313613891602,,
final,535,cf_9653,latent,self,17,False,1.7127313613891602,,
final,535,cf_9653,latent,self,18,False,1.7127313613891602,,
final,535,cf_9653,latent,self,19,False,1.7127313613891602,,
final,535,cf_9653,latent,self,20,False,1.7127313613891602,,
final,535,cf_9653,latent,self,21,False,1.7127313613891602,,
final,535,cf_9653,latent,self,22,False,1.7127313613891602,,
final,535,cf_9653,latent,self,23,False,1.7127313613891602,,
final,535,cf_9653,latent,self,24,False,1.6738710403442383,,
final,535,cf_9653,latent,self,-1,False,,,0.0
final,535,cf_12664,latent,self,0,False,2.254749298095703,,
final,535,cf_12664,latent,self,1,False,2.254749298095703,,
final,535,cf_12664,latent,self,2,False,2.254749298095703,,
final,535,cf_12664,latent,self,3,False,2.254749298095703,,
final,535,cf_12664,latent,self,4,False,2.254749298095703,,
final,535,cf_12664,latent,self,5,False,2.254749298095703,,
final,535,cf_12664,latent,self,6,False,2.254749298095703,,
final,535,cf_12664,latent,self,7,False,2.254749298095703,,
final,535,cf_12664,latent,self,8,False,2.254749298095703,,
final,535,cf_12664,latent,self,9,False,2.254749298095703,,
final,535,cf_12664,latent,self,10,False,2.254749298095703,,
final,535,cf_12664,latent,self,11,False,2.254749298095703,,
final,535,cf_12664,latent,self,12,False,2.254749298095703,,
final,535,cf_12664,latent,self,13,False,2.254749298095703,,
final,535,cf_12664,latent,self,14,False,2.254749298095703,,
final,535,cf_12664,latent,self,15,False,2.254749298095703,,
final,535,cf_12664,latent,self,16,False,2.254749298095703,,
final,535,cf_12664,latent,self,17,False,2.254749298095703,,
final,535,cf_12664,latent,self,18,False,2.254749298095703,,
final,535,cf_12664,latent,self,19,False,2.254749298095703,,
final,535,cf_12664,latent,self,20,False,2.254749298095703,,
final,535,cf_12664,latent,self,21,False,2.254749298095703,,
final,535,cf_12664,latent,self,22,False,2.254749298095703,,
final,535,cf_12664,latent,self,23,False,2.254749298095703,,
final,535,cf_12664,latent,self,24,False,2.3047542572021484,,
final,535,cf_12664,latent,self,-1,False,,,0.0
final,535,cf_16015,latent,mismatched,0,False,6.306522369384766,,
final,535,cf_16015,latent,mismatched,1,False,-5.40482234954834,,
final,535,cf_16015,latent,mismatched,2,False,-5.26200008392334,,
final,535,cf_16015,latent,mismatched,3,False,-5.234021186828613,,
final,535,cf_16015,latent,mismatched,4,False,-5.563023567199707,,
final,535,cf_16015,latent,mismatched,5,False,-5.881324768066406,,
final,535,cf_16015,latent,mismatched,6,False,-6.329421520233154,,
final,535,cf_16015,latent,mismatched,7,False,-6.538528919219971,,
final,535,cf_16015,latent,mismatched,8,False,-6.610201835632324,,
final,535,cf_16015,latent,mismatched,9,False,-6.590901851654053,,
final,535,cf_16015,latent,mismatched,10,False,-6.884504795074463,,
final,535,cf_16015,latent,mismatched,11,False,-7.244423866271973,,
final,535,cf_16015,latent,mismatched,12,False,-7.357767581939697,,
final,535,cf_16015,latent,mismatched,13,False,-8.02560806274414,,
final,535,cf_16015,latent,mismatched,14,False,-8.579960823059082,,
final,535,cf_16015,latent,mismatched,15,False,-8.822654724121094,,
final,535,cf_16015,latent,mismatched,16,False,-9.24400520324707,,
final,535,cf_16015,latent,mismatched,17,False,-9.297819137573242,,
final,535,cf_16015,latent,mismatched,18,False,-10.210267066955566,,
final,535,cf_16015,latent,mismatched,19,False,-8.481278419494629,,
final,535,cf_16015,latent,mismatched,20,False,-8.006574630737305,,
final,535,cf_16015,latent,mismatched,21,False,-7.1692657470703125,,
final,535,cf_16015,latent,mismatched,22,False,-6.186275959014893,,
final,535,cf_16015,latent,mismatched,23,False,-5.836254596710205,,
final,535,cf_16015,latent,mismatched,24,False,-4.957111358642578,,
final,535,cf_16015,latent,mismatched,-1,False,,,0.0
final,535,cf_3911,latent,mismatched,0,False,3.473115921020508,,
final,535,cf_3911,latent,mismatched,1,False,0.26523685455322266,,
final,535,cf_3911,latent,mismatched,2,False,0.5406265258789062,,
final,535,cf_3911,latent,mismatched,3,False,0.5112571716308594,,
final,535,cf_3911,latent,mismatched,4,False,0.7013564109802246,,
final,535,cf_3911,latent,mismatched,5,False,0.8414387702941895,,
final,535,cf_3911,latent,mismatched,6,False,1.1672172546386719,,
final,535,cf_3911,latent,mismatched,7,False,1.2690162658691406,,
final,535,cf_3911,latent,mismatched,8,False,1.418811321258545,,
final,535,cf_3911,latent,mismatched,9,False,1.4942293167114258,,
final,535,cf_3911,latent,mismatched,10,False,1.3802251815795898,,
final,535,cf_3911,latent,mismatched,11,False,1.089223861694336,,
final,535,cf_3911,latent,mismatched,12,False,0.6311042308807373,,
final,535,cf_3911,latent,mismatched,13,False,-0.3461036682128906,,
final,535,cf_3911,latent,mismatched,14,False,-0.43111443519592285,,
final,535,cf_3911,latent,mismatched,15,False,-1.107520580291748,,
final,535,cf_3911,latent,mismatched,16,False,-0.8016369342803955,,
final,535,cf_3911,latent,mismatched,17,False,-0.4871852397918701,,
final,535,cf_3911,latent,mismatched,18,False,-1.017016887664795,,
final,535,cf_3911,latent,mismatched,19,False,-0.5222516059875488,,
final,535,cf_3911,latent,mismatched,20,False,-1.5035593509674072,,
final,535,cf_3911,latent,mismatched,21,False,-1.696096420288086,,
final,535,cf_3911,latent,mismatched,22,False,-1.8394405841827393,,
final,535,cf_3911,latent,mismatched,23,False,-2.3771448135375977,,
final,535,cf_3911,latent,mismatched,24,False,-2.5220561027526855,,
final,535,cf_3911,latent,mismatched,-1,False,,,0.0
final,535,cf_14820,latent,mismatched,0,False,7.034763336181641,,
final,535,cf_14820,latent,mismatched,1,False,5.11767053604126,,
final,535,cf_14820,latent,mismatched,2,False,5.48784065246582,,
final,535,cf_14820,latent,mismatched,3,False,5.4107584953308105,,
final,535,cf_14820,latent,mismatched,4,False,5.463141441345215,,
final,535,cf_14820,latent,mismatched,5,False,5.530754089355469,,
final,535,cf_14820,latent,mismatched,6,False,6.095499515533447,,
final,535,cf_14820,latent,mismatched,7,False,6.436206817626953,,
final,535,cf_14820,latent,mismatched,8,False,6.6400837898254395,,
final,535,cf_14820,latent,mismatched,9,False,7.475672245025635,,
final,535,cf_14820,latent,mismatched,10,False,7.893975257873535,,
final,535,cf_14820,latent,mismatched,11,False,8.442794799804688,,
final,535,cf_14820,latent,mismatched,12,False,9.083819389343262,,
final,535,cf_14820,latent,mismatched,13,False,9.935044288635254,,
final,535,cf_14820,latent,mismatched,14,False,10.760972023010254,,
final,535,cf_14820,latent,mismatched,15,False,11.142388343811035,,
final,535,cf_14820,latent,mismatched,16,False,11.715472221374512,,
final,535,cf_14820,latent,mismatched,17,False,12.68869400024414,,
final,535,cf_14820,latent,mismatched,18,False,13.686344146728516,,
final,535,cf_14820,latent,mismatched,19,False,14.769708633422852,,
final,535,cf_14820,latent,mismatched,20,False,14.337807655334473,,
final,535,cf_14820,latent,mismatched,21,False,15.456178665161133,,
final,535,cf_14820,latent,mismatched,22,False,15.542737007141113,,
final,535,cf_14820,latent,mismatched,23,False,14.251646041870117,,
final,535,cf_14820,latent,mismatched,24,False,14.882399559020996,,
final,535,cf_14820,latent,mismatched,-1,False,,,0.0
final,535,cf_457,latent,mismatched,0,False,-2.9760055541992188,,
final,535,cf_457,latent,mismatched,1,False,-5.695646286010742,,
final,535,cf_457,latent,mismatched,2,False,-5.421605110168457,,
final,535,cf_457,latent,mismatched,3,False,-5.423464775085449,,
final,535,cf_457,latent,mismatched,4,False,-5.235588073730469,,
final,535,cf_457,latent,mismatched,5,False,-5.256622314453125,,
final,535,cf_457,latent,mismatched,6,False,-5.201647758483887,,
final,535,cf_457,latent,mismatched,7,False,-5.187227249145508,,
final,535,cf_457,latent,mismatched,8,False,-4.743154525756836,,
final,535,cf_457,latent,mismatched,9,False,-5.075044631958008,,
final,535,cf_457,latent,mismatched,10,False,-5.329912185668945,,
final,535,cf_457,latent,mismatched,11,False,-6.0371246337890625,,
final,535,cf_457,latent,mismatched,12,False,-6.485232353210449,,
final,535,cf_457,latent,mismatched,13,False,-7.413887023925781,,
final,535,cf_457,latent,mismatched,14,False,-8.306700706481934,,
final,535,cf_457,latent,mismatched,15,False,-8.5820894241333,,
final,535,cf_457,latent,mismatched,16,False,-8.406074523925781,,
final,535,cf_457,latent,mismatched,17,False,-8.75857925415039,,
final,535,cf_457,latent,mismatched,18,False,-9.338484764099121,,
final,535,cf_457,latent,mismatched,19,False,-9.786576271057129,,
final,535,cf_457,latent,mismatched,20,False,-9.735644340515137,,
final,535,cf_457,latent,mismatched,21,False,-9.257484436035156,,
final,535,cf_457,latent,mismatched,22,False,-9.000443458557129,,
final,535,cf_457,latent,mismatched,23,False,-9.398233413696289,,
final,535,cf_457,latent,mismatched,24,False,-10.131095886230469,,
final,535,cf_457,latent,mismatched,-1,False,,,
final,535,cf_10852,latent,mismatched,0,False,2.080596923828125,,
final,535,cf_10852,latent,mismatched,1,False,-0.8257808685302734,,
final,535,cf_10852,latent,mismatched,2,False,-1.0047607421875,,
final,535,cf_10852,latent,mismatched,3,False,-0.9675445556640625,,
final,535,cf_10852,latent,mismatched,4,False,-1.0380687713623047,,
final,535,cf_10852,latent,mismatched,5,False,-0.9610099792480469,,
final,535,cf_10852,latent,mismatched,6,False,-1.3803215026855469,,
final,535,cf_10852,latent,mismatched,7,False,-1.4938907623291016,,
final,535,cf_10852,latent,mismatched,8,False,-1.577667236328125,,
final,535,cf_10852,latent,mismatched,9,False,-1.5673103332519531,,
final,535,cf_10852,latent,mismatched,10,False,-1.5348033905029297,,
final,535,cf_10852,latent,mismatched,11,False,-1.43157958984375,,
final,535,cf_10852,latent,mismatched,12,False,-1.5029716491699219,,
final,535,cf_10852,latent,mismatched,13,False,-1.349334716796875,,
final,535,cf_10852,latent,mismatched,14,False,-1.3047847747802734,,
final,535,cf_10852,latent,mismatched,15,False,-1.6306228637695312,,
final,535,cf_10852,latent,mismatched,16,False,-1.5506668090820312,,
final,535,cf_10852,latent,mismatched,17,False,-2.0006837844848633,,
final,535,cf_10852,latent,mismatched,18,False,-2.063404083251953,,
final,535,cf_10852,latent,mismatched,19,False,-2.340712547302246,,
final,535,cf_10852,latent,mismatched,20,False,-2.6575279235839844,,
final,535,cf_10852,latent,mismatched,21,False,-1.1356096267700195,,
final,535,cf_10852,latent,mismatched,22,False,-1.2136240005493164,,
final,535,cf_10852,latent,mismatched,23,False,-0.760706901550293,,
final,535,cf_10852,latent,mismatched,24,False,-0.11378288269042969,,
final,535,cf_10852,latent,mismatched,-1,False,,,0.0
final,535,cf_14210,latent,mismatched,0,False,4.082742691040039,,
final,535,cf_14210,latent,mismatched,1,False,-0.549401044845581,,
final,535,cf_14210,latent,mismatched,2,False,-0.7627763748168945,,
final,535,cf_14210,latent,mismatched,3,False,-0.8810164928436279,,
final,535,cf_14210,latent,mismatched,4,False,-0.9333407878875732,,
final,535,cf_14210,latent,mismatched,5,False,-0.8769500255584717,,
final,535,cf_14210,latent,mismatched,6,False,-1.0490002632141113,,
final,535,cf_14210,latent,mismatched,7,False,-1.0802147388458252,,
final,535,cf_14210,latent,mismatched,8,False,-1.100886344909668,,
final,535,cf_14210,latent,mismatched,9,False,-0.8746159076690674,,
final,535,cf_14210,latent,mismatched,10,False,-1.173753023147583,,
final,535,cf_14210,latent,mismatched,11,False,-1.293788194656372,,
final,535,cf_14210,latent,mismatched,12,False,-1.4651939868927002,,
final,535,cf_14210,latent,mismatched,13,False,-1.2778271436691284,,
final,535,cf_14210,latent,mismatched,14,False,-1.170540452003479,,
final,535,cf_14210,latent,mismatched,15,False,-1.1892883777618408,,
final,535,cf_14210,latent,mismatched,16,False,-1.3198063373565674,,
final,535,cf_14210,latent,mismatched,17,False,-1.6203252077102661,,
final,535,cf_14210,latent,mismatched,18,False,-1.888258934020996,,
final,535,cf_14210,latent,mismatched,19,False,-1.4160553216934204,,
final,535,cf_14210,latent,mismatched,20,False,-1.0745075941085815,,
final,535,cf_14210,latent,mismatched,21,False,-1.5658915042877197,,
final,535,cf_14210,latent,mismatched,22,False,-2.053278684616089,,
final,535,cf_14210,latent,mismatched,23,False,-1.3724377155303955,,
final,535,cf_14210,latent,mismatched,24,False,-2.0161073207855225,,
final,535,cf_14210,latent,mismatched,-1,False,,,0.0
final,535,cf_10914,latent,mismatched,0,False,1.729604721069336,,
final,535,cf_10914,latent,mismatched,1,False,0.7113962173461914,,
final,535,cf_10914,latent,mismatched,2,False,0.7761039733886719,,
final,535,cf_10914,latent,mismatched,3,False,0.6440296173095703,,
final,535,cf_10914,latent,mismatched,4,False,0.3959054946899414,,
final,535,cf_10914,latent,mismatched,5,False,0.38269805908203125,,
final,535,cf_10914,latent,mismatched,6,False,0.37652015686035156,,
final,535,cf_10914,latent,mismatched,7,False,0.47334861755371094,,
final,535,cf_10914,latent,mismatched,8,False,0.48221778869628906,,
final,535,cf_10914,latent,mismatched,9,False,0.7596187591552734,,
final,535,cf_10914,latent,mismatched,10,False,0.6861352920532227,,
final,535,cf_10914,latent,mismatched,11,False,0.8860206604003906,,
final,535,cf_10914,latent,mismatched,12,False,0.8997068405151367,,
final,535,cf_10914,latent,mismatched,13,False,1.1346960067749023,,
final,535,cf_10914,latent,mismatched,14,False,2.043884754180908,,
final,535,cf_10914,latent,mismatched,15,False,2.3805532455444336,,
final,535,cf_10914,latent,mismatched,16,False,2.812906265258789,,
final,535,cf_10914,latent,mismatched,17,False,2.762843132019043,,
final,535,cf_10914,latent,mismatched,18,False,2.950643539428711,,
final,535,cf_10914,latent,mismatched,19,False,3.0215983390808105,,
final,535,cf_10914,latent,mismatched,20,False,2.4586827754974365,,
final,535,cf_10914,latent,mismatched,21,False,1.5470492839813232,,
final,535,cf_10914,latent,mismatched,22,False,2.5631771087646484,,
final,535,cf_10914,latent,mismatched,23,False,2.3629977703094482,,
final,535,cf_10914,latent,mismatched,24,False,2.123180389404297,,
final,535,cf_10914,latent,mismatched,-1,False,,,0.0
final,535,cf_7593,latent,mismatched,0,False,2.6617002487182617,,
final,535,cf_7593,latent,mismatched,1,False,2.707848072052002,,
final,535,cf_7593,latent,mismatched,2,False,3.0492467880249023,,
final,535,cf_7593,latent,mismatched,3,False,3.161264181137085,,
final,535,cf_7593,latent,mismatched,4,False,3.452089309692383,,
final,535,cf_7593,latent,mismatched,5,False,3.2662956714630127,,
final,535,cf_7593,latent,mismatched,6,False,3.080183267593384,,
final,535,cf_7593,latent,mismatched,7,False,3.0087363719940186,,
final,535,cf_7593,latent,mismatched,8,False,2.7739500999450684,,
final,535,cf_7593,latent,mismatched,9,False,2.737165927886963,,
final,535,cf_7593,latent,mismatched,10,False,2.320618152618408,,
final,535,cf_7593,latent,mismatched,11,False,2.1145801544189453,,
final,535,cf_7593,latent,mismatched,12,False,1.97467041015625,,
final,535,cf_7593,latent,mismatched,13,False,1.8434560298919678,,
final,535,cf_7593,latent,mismatched,14,False,2.014235258102417,,
final,535,cf_7593,latent,mismatched,15,False,1.8358473777770996,,
final,535,cf_7593,latent,mismatched,16,False,1.7939751148223877,,
final,535,cf_7593,latent,mismatched,17,False,1.808656930923462,,
final,535,cf_7593,latent,mismatched,18,False,2.2067298889160156,,
final,535,cf_7593,latent,mismatched,19,False,1.9452927112579346,,
final,535,cf_7593,latent,mismatched,20,False,2.5203540325164795,,
final,535,cf_7593,latent,mismatched,21,False,1.8675689697265625,,
final,535,cf_7593,latent,mismatched,22,False,1.84391450881958,,
final,535,cf_7593,latent,mismatched,23,False,1.261885404586792,,
final,535,cf_7593,latent,mismatched,24,False,0.3977642059326172,,
final,535,cf_7593,latent,mismatched,-1,False,,,0.0
final,535,cf_9589,latent,mismatched,0,False,0.05640602111816406,,
final,535,cf_9589,latent,mismatched,1,False,0.5942878723144531,,
final,535,cf_9589,latent,mismatched,2,False,0.8242673873901367,,
final,535,cf_9589,latent,mismatched,3,False,0.8231515884399414,,
final,535,cf_9589,latent,mismatched,4,False,0.7182016372680664,,
final,535,cf_9589,latent,mismatched,5,False,0.6199684143066406,,
final,535,cf_9589,latent,mismatched,6,False,0.4554767608642578,,
final,535,cf_9589,latent,mismatched,7,False,0.24439239501953125,,
final,535,cf_9589,latent,mismatched,8,False,0.3876457214355469,,
final,535,cf_9589,latent,mismatched,9,False,0.022108078002929688,,
final,535,cf_9589,latent,mismatched,10,False,-0.18775653839111328,,
final,535,cf_9589,latent,mismatched,11,False,-0.38568878173828125,,
final,535,cf_9589,latent,mismatched,12,False,-0.28888893127441406,,
final,535,cf_9589,latent,mismatched,13,False,-0.6807432174682617,,
final,535,cf_9589,latent,mismatched,14,False,-0.9978294372558594,,
final,535,cf_9589,latent,mismatched,15,False,-1.1473870277404785,,
final,535,cf_9589,latent,mismatched,16,False,-1.5640732049942017,,
final,535,cf_9589,latent,mismatched,17,False,-1.6697804927825928,,
final,535,cf_9589,latent,mismatched,18,False,-1.5275052785873413,,
final,535,cf_9589,latent,mismatched,19,False,-2.034295082092285,,
final,535,cf_9589,latent,mismatched,20,False,-1.6254370212554932,,
final,535,cf_9589,latent,mismatched,21,False,-2.458329916000366,,
final,535,cf_9589,latent,mismatched,22,False,-1.5004961490631104,,
final,535,cf_9589,latent,mismatched,23,False,-1.2065918445587158,,
