lens,model,term,coef,se,p_value,ci_lo,ci_hi,n,r_squared
logit,depth_final,const,18.289857795489134,0.08769863880890247,0.0,18.117971621930497,18.46174396904777,1448,0.2694858417181726
logit,depth_final,baseline_logprob,-0.4545007861190732,0.018207213446924567,1.555454448067781e-137,-0.4901862687338787,-0.41881530350426766,1448,0.2694858417181726
logit,shift,const,-4.19966188410807,0.2645920253450349,9.869323129156554e-57,-4.718252724380847,-3.6810710438352925,493,4.3953572286925535e-05
logit,shift,baseline_logprob,-0.020291851658569806,0.14261845233347234,0.8868582993025012,-0.299818881763018,0.25923517844587846,493,4.3953572286925535e-05
tuned,depth_final,const,17.68854467235494,0.08299878294396955,0.0,17.525870047024103,17.851219297685777,1448,0.23452528257713257
tuned,depth_final,baseline_logprob,-0.40115687563339336,0.019365789713572352,2.5519480175285157e-95,-0.4391131260041714,-0.3632006252626153,1448,0.23452528257713257
tuned,shift,const,-0.8320089722691207,0.25667456207042544,0.0011890506817507874,-1.3350818696747453,-0.3289360748634963,493,0.065769953390314
tuned,shift,baseline_logprob,0.8900680953737693,0.1438513017124152,6.115774412371036e-10,0.6081247248882304,1.1720114658593082,493,0.065769953390314
