step,epoch,loss
1,1,3.7822539806365967
2,1,4.837325572967529
3,1,5.008801460266113
4,1,4.764156341552734
5,1,4.815979480743408
6,1,4.171436309814453
7,1,3.3600924015045166
8,1,3.1123476028442383
9,1,4.804656982421875
10,1,5.028069972991943
11,1,4.139259338378906
12,1,2.583961248397827
13,1,4.161096572875977
14,1,3.300469398498535
15,1,2.477288246154785
16,1,4.323188304901123
17,1,4.478457450866699
18,1,2.913862705230713
19,1,3.3206608295440674
20,1,3.1430954933166504
21,1,1.6185944080352783
22,1,2.736961841583252
23,1,2.0608274936676025
24,1,2.7914929389953613
25,1,1.904037594795227
26,1,1.865698218345642
27,1,2.5502207279205322
28,1,1.1605424880981445
29,1,1.901109218597412
30,1,1.8731721639633179
31,1,2.363328218460083
32,1,2.8108696937561035
33,1,1.2946813106536865
34,1,3.5408480167388916
35,1,2.3758769035339355
36,1,2.729226589202881
37,1,3.529047727584839
38,1,2.353356122970581
39,1,1.2240208387374878
40,1,2.51487135887146
41,1,1.1934680938720703
42,1,1.4791896343231201
43,1,2.8964390754699707
44,1,1.3561906814575195
45,1,2.55326247215271
46,1,3.0512747764587402
47,1,1.805699110031128
48,1,1.8538097143173218
49,1,1.8548232316970825
50,1,1.8400909900665283
51,1,2.9948222637176514
52,1,3.4585859775543213
53,1,1.320501446723938
54,1,1.9365925788879395
55,1,3.2814407348632812
56,1,2.8036365509033203
57,1,1.8811595439910889
58,1,1.690085530281067
59,1,3.3390262126922607
60,1,2.0232040882110596
61,1,3.3307244777679443
62,1,1.0705114603042603
63,1,2.382899045944214
64,1,1.1491738557815552
65,1,2.5517330169677734
66,1,2.111135244369507
67,1,2.248161554336548
68,1,1.9299323558807373
69,1,2.920201301574707
70,1,2.7425265312194824
71,1,2.0338058471679688
72,1,1.470337152481079
73,1,2.036846160888672
74,1,1.362625002861023
75,1,1.4816341400146484
76,1,1.4934940338134766
77,1,2.6705541610717773
78,1,2.0050206184387207
79,1,2.0724282264709473
80,1,2.271899461746216
81,1,2.055098533630371
82,1,1.5480278730392456
83,1,1.7260832786560059
84,1,2.0285987854003906
85,1,2.976198196411133
86,1,1.013563871383667
87,1,3.3384337425231934
88,1,1.4502851963043213
89,1,1.885331630706787
90,1,1.693696141242981
91,1,2.081467628479004
92,1,2.1298139095306396
93,1,2.2836802005767822
94,1,1.657808542251587
95,1,2.887448310852051
96,1,1.670539140701294
97,1,1.9431710243225098
98,1,2.174355983734131
99,1,1.1894032955169678
100,1,2.539896011352539
101,1,2.233041524887085
102,1,2.1183183193206787
103,1,1.4247167110443115
104,1,2.1943740844726562
105,1,2.741886854171753
106,1,1.7002497911453247
107,1,1.4792745113372803
108,2,1.405113697052002
109,2,1.665740966796875
110,2,1.852010726928711
111,2,1.2961852550506592
112,2,1.1818571090698242
113,2,2.446812152862549
114,2,2.023953914642334
115,2,1.6975728273391724
116,2,1.7370028495788574
117,2,1.5649816989898682
118,2,1.1726269721984863
119,2,1.8178669214248657
120,2,1.0205392837524414
121,2,1.0622336864471436
122,2,1.7846152782440186
123,2,1.321174144744873
124,2,2.0953633785247803
125,2,1.355823278427124
126,2,0.6695736646652222
127,2,2.2891199588775635
128,2,1.6060035228729248
129,2,1.621415615081787
130,2,1.1027814149856567
131,2,1.1026132106781006
132,2,1.1849141120910645
133,2,2.282719373703003
134,2,1.8156180381774902
135,2,1.190903902053833
136,2,1.5682287216186523
137,2,2.5127029418945312
138,2,1.2161588668823242
139,2,1.7258145809173584
140,2,1.1148245334625244
141,2,2.1443872451782227
142,2,1.6512306928634644
143,2,0.8569028377532959
144,2,2.9919867515563965
145,2,0.9240692853927612
146,2,0.9674240350723267
147,2,1.582230567932129
148,2,1.1216422319412231
149,2,0.7971353530883789
150,2,1.44242525100708
151,2,0.531912624835968
152,2,1.2801523208618164
153,2,1.653863787651062
154,2,1.570900797843933
155,2,1.1823983192443848
156,2,2.316232919692993
157,2,2.6297593116760254
158,2,1.5490857362747192
159,2,2.600935697555542
160,2,1.6513296365737915
161,2,1.6281086206436157
162,2,1.7894930839538574
163,2,1.5886904001235962
164,2,2.141028881072998
165,2,0.6477560997009277
166,2,1.6261374950408936
167,2,1.3873488903045654
168,2,0.9465311765670776
169,2,1.686275839805603
170,2,1.6568844318389893
171,2,1.0077226161956787
172,2,1.2053335905075073
173,2,1.1826939582824707
174,2,2.129481792449951
175,2,1.6023986339569092
176,2,0.9122697114944458
177,2,2.526067018508911
178,2,2.7260541915893555
179,2,0.9424513578414917
180,2,1.887837529182434
181,2,1.2829413414001465
182,2,1.7206575870513916
183,2,1.3468661308288574
184,2,1.1601338386535645
185,2,2.287818431854248
186,2,0.9828374981880188
187,2,2.3715803623199463
188,2,1.4897311925888062
189,2,2.4895758628845215
190,2,0.8971688151359558
191,2,1.7272636890411377
192,2,1.3468208312988281
193,2,2.275063991546631
194,2,3.728616237640381
195,2,1.9566459655761719
196,2,2.5709190368652344
197,2,2.0868420600891113
198,2,1.3095953464508057
199,2,1.1911227703094482
200,2,2.193120241165161
201,2,0.8492398262023926
202,2,0.624162495136261
203,2,1.0000629425048828
204,2,1.6751093864440918
205,2,1.5262908935546875
206,2,1.5549812316894531
207,2,1.9159667491912842
208,2,1.911802053451538
209,2,1.8043861389160156
210,2,1.0809099674224854
211,2,2.2105166912078857
212,2,1.6053882837295532
213,2,2.365994453430176
214,2,1.0859112739562988
215,3,0.7736133337020874
216,3,1.0360996723175049
217,3,0.8052752017974854
218,3,1.2235586643218994
219,3,1.9365966320037842
220,3,1.1943882703781128
221,3,0.5085412263870239
222,3,1.7108166217803955
223,3,1.7259149551391602
224,3,1.5834730863571167
225,3,1.211792230606079
226,3,1.2734131813049316
227,3,0.6462630033493042
228,3,1.3882992267608643
229,3,0.8301040530204773
230,3,1.8241742849349976
231,3,1.1272456645965576
232,3,1.9580352306365967
233,3,0.9158143401145935
234,3,1.2327637672424316
235,3,1.3270792961120605
236,3,0.7691936492919922
237,3,2.163182258605957
238,3,1.3296782970428467
239,3,2.1072916984558105
240,3,2.3512420654296875
241,3,1.253900408744812
242,3,1.7567543983459473
243,3,0.8593871593475342
244,3,0.7955409288406372
245,3,1.3348770141601562
246,3,0.8928607106208801
247,3,2.458202838897705
248,3,1.2403450012207031
249,3,1.6349844932556152
250,3,2.336177110671997
251,3,1.8487975597381592
252,3,0.828548789024353
253,3,0.4795878529548645
254,3,1.7800345420837402
255,3,0.5542199611663818
256,3,1.4599883556365967
257,3,1.3304951190948486
258,3,1.3667957782745361
259,3,0.9643145799636841
260,3,1.717789649963379
261,3,2.52229642868042
262,3,1.9414441585540771
263,3,1.2493929862976074
264,3,1.535988211631775
265,3,1.1250799894332886
266,3,1.1888307332992554
267,3,2.8236372470855713
268,3,0.7853524088859558
269,3,1.689143180847168
270,3,0.5440523028373718
271,3,1.4829055070877075
272,3,1.0377670526504517
273,3,1.8186860084533691
274,3,0.9765429496765137
275,3,1.1907422542572021
276,3,0.8148099780082703
277,3,0.7094960808753967
278,3,1.1666264533996582
279,3,1.3317937850952148
280,3,1.0889720916748047
281,3,1.414794683456421
282,3,0.6520281434059143
283,3,1.3578464984893799
284,3,3.2742178440093994
285,3,1.4244756698608398
286,3,0.6180762052536011
287,3,0.9734910726547241
288,3,0.9603343605995178
289,3,1.78362238407135
290,3,1.2924180030822754
291,3,1.0891706943511963
292,3,1.0796436071395874
293,3,1.3554143905639648
294,3,1.9214781522750854
295,3,1.1679975986480713
296,3,1.5469896793365479
297,3,1.8809723854064941
298,3,0.6440814137458801
299,3,1.046728491783142
300,3,0.7765680551528931
301,3,0.8197333812713623
302,3,2.3123996257781982
303,3,0.6182541251182556
304,3,1.8782538175582886
305,3,0.9051700830459595
306,3,0.7363751530647278
307,3,0.5702988505363464
308,3,0.6413897275924683
309,3,1.1177077293395996
310,3,2.0624284744262695
311,3,1.1622270345687866
312,3,2.937490224838257
313,3,0.5653352737426758
314,3,0.5402120351791382
315,3,1.9263737201690674
316,3,0.4109141528606415
317,3,1.1259864568710327
318,3,1.3577460050582886
319,3,0.5513134002685547
320,3,0.8969560265541077
321,3,1.7774112224578857
322,4,1.17931067943573
323,4,0.7274569869041443
324,4,0.9032900929450989
325,4,0.842788815498352
326,4,0.4754486680030823
327,4,1.2824825048446655
328,4,0.9299629330635071
329,4,0.7984910011291504
330,4,1.723035216331482
331,4,0.5911639928817749
332,4,1.3901530504226685
333,4,0.8291159868240356
334,4,0.7054086923599243
335,4,1.244152307510376
336,4,0.7927590608596802
337,4,0.7108172178268433
338,4,1.4168349504470825
339,4,1.0689688920974731
340,4,1.4906551837921143
341,4,1.169886827468872
342,4,1.485373854637146
343,4,0.732451319694519
344,4,0.5995908379554749
345,4,1.3248258829116821
346,4,1.447469711303711
347,4,0.4006521701812744
348,4,0.5575417876243591
349,4,0.21654093265533447
350,4,1.3959211111068726
351,4,0.7184198498725891
352,4,1.048781156539917
353,4,0.30201518535614014
354,4,0.8568283319473267
355,4,0.6075981855392456
356,4,1.2293436527252197
357,4,0.9440559148788452
358,4,1.0454798936843872
359,4,1.3371577262878418
360,4,1.792538046836853
361,4,0.964946985244751
362,4,0.9225358963012695
363,4,0.6256161332130432
364,4,3.1477317810058594
365,4,1.0148980617523193
366,4,1.458037257194519
367,4,2.222543239593506
368,4,1.909753441810608
369,4,1.740921139717102
370,4,1.2367942333221436
371,4,0.9336960911750793
372,4,1.416158676147461
373,4,0.7081888318061829
374,4,1.2774131298065186
375,4,0.5845913887023926
376,4,1.1849615573883057
377,4,1.9577457904815674
378,4,0.5108014345169067
379,4,0.8581055402755737
380,4,1.6005157232284546
381,4,1.6304633617401123
382,4,0.9343077540397644
383,4,0.9445940256118774
384,4,1.165115237236023
385,4,0.6594451665878296
386,4,0.519304096698761
387,4,0.9002381563186646
388,4,1.2012300491333008
389,4,1.5689113140106201
390,4,0.7061418890953064
391,4,1.4433060884475708
392,4,0.7484439015388489
393,4,0.6588754653930664
394,4,0.8861204981803894
395,4,0.5816322565078735
396,4,0.8526918292045593
397,4,0.7543610334396362
398,4,0.685559093952179
399,4,1.1545042991638184
400,4,0.42015132308006287
401,4,0.8785824775695801
402,4,1.2303721904754639
403,4,1.2193875312805176
404,4,1.2924871444702148
405,4,1.8734960556030273
406,4,0.9458762407302856
407,4,1.1978613138198853
408,4,1.0828790664672852
409,4,0.6669304966926575
410,4,0.7795221209526062
411,4,0.4609246850013733
412,4,1.293168306350708
413,4,0.7964816093444824
414,4,0.7030488848686218
415,4,1.1194566488265991
416,4,1.1253993511199951
417,4,0.43644532561302185
418,4,1.724355697631836
419,4,0.7526111006736755
